NCR ID,Entity Name,Regional Compliance Enforcement Authority,BA,DP,GO Category 1,GO Category 2,GOP Category 1,GOP Category 2,PCPA,RC,RP,RSG,TO,TOP,TP,TSP,DPUF,FRSG,RRSG
NCR00538,"Astoria Energy, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07012,Astoria Generating Company L.P.,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10259,"Avangrid Power, LLC",NPCC,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR13145,Avangrid Service Company,NPCC,,DP,,,,,,,,,TO,,TP,TSP,,,
NCR13026,AWAM - Downeast Wind,NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR12409,"Ball Hill Wind, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11246,Bayonne Energy Center,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07015,Bear Swamp Power Company LLC,NPCC,,,GO-1,,,,,,,,,,,,,,
NCR10351,"Berkshire Power Company, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11559,"Berlin Station, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12230,Bethlehem Energy Center,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13509,Bloom Energy Corporation,NPCC,,,,,,GOP-2,,,,,,,,,,,
NCR11675,"Blue Sky West, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR12406,"Bluestone Wind, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00503,"BNY Power Operations, LLC",NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR11873,"Bowline, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07034,Bozrah Light and Power Company,NPCC,,,,,,,,,,,TO,,,,DP-UFLS,,
NCR07022,Braintree Electric Light Department,NPCC,,DP,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR13522,"Branscom Solar, LLC",NPCC,,,,GO-2,,,,,,,,,,,,,
NCR03035,"Bridgeport Energy, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12229,Bridgeport Harbor,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11647,Brookfield Power US Asset Management LLC,NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR11324,"Brookfield White Pine Hydro, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR10353,"Brookhaven Energy Center, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10237,"Brooklyn Navy Yard Cogeneration Partners, L.P.",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR11459,Bucksport Generation LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07024,Burlington Electric Department,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR00006,Calpine Corporation,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12033,Canal Generating llc,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10330,"Canandaigua Power Partners, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10354,"Carr Street Generating Station, LP",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10355,"Carthage Energy, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10382,"Castleton Power, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR07028,Central Hudson Gas & Electric Corporation,NPCC,,DP,,,,,,,,,TO,TOP,TP,,,,
NCR07029,Central Maine Power Company,NPCC,,DP,,,,,,,,,TO,TOP,,,,,
NCR10316,"CHI Power, Inc.",NPCC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11926,Clearway Renewable Operation & Maintenance LLC,NPCC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR07031,Chicopee Municipal Lighting Plant,NPCC,,DP,,,,,,,,,TO,,,,,,
NCR13552,CHPE LLC,NPCC,,,,,,,,,,,TO,,TP,,,,
NCR11133,Connecticut Transmission Municipal Electric Energy Cooperative,NPCC,,,,,,,,,,,TO,,,,,,
NCR07046,"Consolidated Edison Co of NY, Inc",NPCC,,DP,GO-1,,GOP-1,,,,,,TO,TOP,TP,,,,
NCR00778,"Constellation Energy Generation, LLC - Constellation Nuclear",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR04057,"Constellation Energy Generation, LLC - Constellation Power",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11892,"Copenhagen Wind Farm, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR12225,Cos Cob Power,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13148,"CPV Canton Mountain Wind, LLC",NPCC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR13149,"CPV Saddleback Ridge Wind, LLC",NPCC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11828,"CPV Towantic, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11827,"CPV Valley, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13058,"Cranberry Point Energy Storage, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR11965,"Cricket Valley Energy Center, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07055,"Cross Sound Cable Company, LLC.",NPCC,,,,,,,,,,,TO,,,TSP,,,
NCR13239,Cross Town Energy Storage LLC,NPCC,,,GO-1,,,,,,,,,,,,,,
NCR11487,"Danskammer Energy, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07056,Danvers Electric Division,NPCC,,DP,,,,,,,,,,,,,,,
NCR13523,"Darby Solar, LLC",NPCC,,,,GO-2,,,,,,,,,,,,,
NCR02922,"Dartmouth Power Associates, LP",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12226,Devon Power,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07065,"Dominion Energy Nuclear Connecticut, Inc.",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13027,"Downeast Wind, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR10369,"Eagle Point Energy Center, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11441,EDF Renewable Service,NPCC,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR11662,EDP Renewables North America LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13524,"ELP Stillwater Solar, LLC",NPCC,,,,GO-2,,,,,,,,,,,,,
NCR11061,"Empire Generating Co, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR10358,"Erie Boulevard Hydropower, LP",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR00540,"Essential Power Newington, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11727,Evergreen Gen Lead LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11582,"Evergreen Wind Power II, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR07176,Eversource Energy Service Company,NPCC,,DP,,,,,,,,,TO,TOP,TP,TSP,,,
NCR11042,Fairport Municipal Commision,NPCC,,DP,,,,,,,,,,,,,,,
NCR12009,Firstlight MA Hydro LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07086,Fitchburg Gas and Electric Light Company,NPCC,,DP,,,,,,,,,TO,,,,,,
NCR07090,Fortistar North Tonawanda,NPCC,,,GO-1,,,,,,,,,,,,,,
NCR11710,GenConn Energy LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07102,Granite State Electric Company,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR13146,"Gravel Pit Solar, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR07220,"Great River Hydro, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07103,Green Mountain Power Corporation,NPCC,,DP,,,,,,,,,,,,,,,
NCR11753,Greenidge Generation LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13525,"Grissom Solar, LLC",NPCC,,,,GO-2,,,,,,,,,,,,,
NCR07035,Groton Utilities,NPCC,,,,,,,,,,,TO,,,,DP-UFLS,,
NCR11853,GSP Merrimack LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11852,GSP Newington LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11851,GSP Schiller LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13154,"Hancock Wind, LLC",NPCC,,,,GO-2,,,,,,,,,,,,,
NCR13364,Hecate Energy Albany 1 LLC,NPCC,,,,GO-2,,,,,,,,,,,,,
NCR13365,Hecate Energy Albany 2 LLC,NPCC,,,,GO-2,,,,,,,,,,,,,
NCR11766,"Helix Maine Wind Development, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07106,Hingham Municipal Lighting Plant,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR13332,"Howard Wind, LLC",NPCC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR07107,Hudson Light and Power Department,NPCC,,,,,,,,,,,TO,,,,DP-UFLS,,
NCR07109,HYDRO ONE NETWORKS INC.,NPCC,,DP,,,,,,,,,TO,TOP,TP,,,,
NCR07111,Hydro-Quebec (HQ),NPCC,,DP,GO-1,,GOP-1,,PCPA,,RP,,TO,,TP,TSP,,,
NCR07112,Hydro-Québec Reliability Coordinator for Québec (HQCF),NPCC,BA,,,,,,,RC,,,,TOP,,,,,
NCR10360,"Indeck - Corinth, LP",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10361,"Indeck - Olean, LP",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10362,"Indeck - Oswego, LP",NPCC,,,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR10363,"Indeck - Yerkes, LP",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10364,"Indeck Energy Services of Silver Springs, LP",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00124,Ipswich Municipal Light Department,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR07124,ISO-NE,NPCC,BA,,,,,,PCPA,RC,RP,,,TOP,TP,TSP,,,
NCR07229,JGT2 Energy LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13217,"KCE NY 6, LLC",NPCC,,,,GO-2,,,,,,,,,,,,,
NCR11436,"Kendall Green Energy Holdings, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11126,"Kleen Energy Systems, LLC.",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR00164,Littleton Electric Light Department,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR07132,Lockport Energy Associates,NPCC,,,GO-1,,,,,,,,,,,,,,
NCR07133,Long Island Power Authority,NPCC,,DP,,,,,,,,,TO,TOP,TP,,,,
NCR12569,Longroad Energy Services,NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR12138,LS Power Grid New York Corporation I,NPCC,,,,,,,,,,,TO,,TP,,,,
NCR10133,"Luminant Energy Company, LLC",NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR07134,Maine Electric Power Company,NPCC,,,,,,,,,,,TO,,TP,,,,
NCR07135,Mansfield Municipal Electric Department,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR00208,Marblehead Municipal Light Department,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR11793,"Marco DM Holdings, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR07136,Mass. Municipal Wholesale Electric Company,NPCC,,,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR11044,Massena Electric Department,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR13426,"Medway Grid, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR10251,Middleborough Gas and Electric Department,NPCC,,,,,,,,,,,TO,,,,DP-UFLS,,
NCR07144,"Millennium Power Company, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13107,MN8 Solutions,NPCC,,,,,,GOP-2,,,,,,,,,,,
NCR07037,Mohegan Tribal Utility Authority,NPCC,,,,,,,,,,,TO,,,,,,
NCR12227,Montville Power,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12546,"Morris Ridge Solar Energy Center, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR12247,"MPH AL PIERCE, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11705,NAES Corporation - Castleton Power,NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR11561,NAES Corporation - Cogen Technologies Linden Venture,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11795,NAES Corporation - Dighton,NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR11729,NAES Corporation - Empire,NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR07167,NAES Corporation - Lockport,NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR13530,NAES Corporation - Long Island Solar,NPCC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11794,NAES Corporation - Milford,NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR07169,NAES Corporation - North Tonawanda,NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR11127,"NAES Corporation-Kleen Energy Systems, LLC.",NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR07128,National Grid Generation LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11171,National Grid USA,NPCC,,DP,,,,,,,,,TO,,TP,TSP,,,
NCR10342,"NE Renewable Power Tamworth, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10298,"NE Renewable Power West Enfield, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00130,"Neptune Regional Transmission System, LLC",NPCC,,,,,,,,,,,TO,,,,,,
NCR07154,"New Athens Generating Company, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13508,"New Britain - Generate NB Fuel Cells, LLC",NPCC,,,,GO-2,,,,,,,,,,,,,
NCR07155,New Brunswick Power Corporation,NPCC,BA,,GO-1,,GOP-1,,PCPA,RC,RP,RSG,TO,TOP,,TSP,,,
NCR07159,New England Power Company,NPCC,,,,,,,,,,,,TOP,,,,,
NCR07091,"New Hampshire Transmission, LLC",NPCC,,,,,,,,,,,TO,,,TSP,,,
NCR12231,New Haven Harbor,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07160,New York Independent System Operator,NPCC,BA,,,,,,PCPA,RC,RP,,,TOP,TP,TSP,,,
NCR07161,New York Power Authority,NPCC,,,GO-1,GO-2,GOP-1,GOP-2,,,,,TO,,TP,,,,
NCR11639,New York Transco LLC,NPCC,,,,,,,,,,,TO,,TP,,,,
NCR10019,"NextEra Energy Resources, LLC",NPCC,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR12183,NextEra Energy Transmission New York,NPCC,,,,,,,,,,,TO,,TP,,,,
NCR07163,Niagara Mohawk Power Corporation,NPCC,,,,,,,,,,,,TOP,,,,,
NCR00126,North Attleborough Electric Department,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR12010,Northfield Mountain LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07038,Norwich Public Utilities,NPCC,,,,,,,,,,,TO,,,,DP-UFLS,,
NCR00415,Norwood Municipal Light Department,NPCC,,DP,,,,,,,,,TO,,,,,,
NCR13409,Nova Scotia Independent Energy System Operator,NPCC,,,,,,,PCPA,,RP,,,,TP,,,,
NCR07178,Nova Scotia Power Inc.,NPCC,BA,DP,GO-1,,GOP-1,,,,,RSG,TO,TOP,,TSP,,,
NCR12096,NovaSource Power Services,NPCC,,,,,,GOP-2,,,,,,,,,,,
NCR12315,Number Three Wind LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07181,NYSEG,NPCC,,DP,,,,,,,,,TO,TOP,,,,,
NCR11797,"Ocean State Power, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07184,Ontario IESO,NPCC,BA,,,,,,PCPA,RC,RP,,,TOP,TP,TSP,,,
NCR12355,Onward Energy ROC LLC,NPCC,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR07186,"Orange and Rockland Utilities, Inc.",NPCC,,DP,,,,,,,,,TO,TOP,TP,,,,
NCR13337,"Orsted Wind Power North America, LLC",NPCC,,,,,,GOP-2,,,,,,,,,,,
NCR12228,Oswego/Middletown Power,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13526,"Pattersonville Solar Facility, LLC",NPCC,,,,GO-2,,,,,,,,,,,,,
NCR07191,Peabody Municipal Light Plant,NPCC,,DP,GO-1,,GOP-1,,,,,,,,,,,,
NCR07195,Pittsfield Generating Company LP,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11405,"Plainfield Renewable Energy, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11045,Plattsburgh Municipal Lighting Department,NPCC,,DP,,,,,,,,,,,,,,,
NCR10370,"Power City Partners, LP",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12507,"QE Solar, LLC",NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR11796,"Ravenswood Operations, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07206,Reading Municipal Light Department,NPCC,,DP,,,,,,,,,,,,,,,
NCR13355,Record Hill Wind LLC,NPCC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11514,ReEnergy Livermore Falls,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10352,ReEnergy Stratton,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13527,"Regan Solar, LLC",NPCC,,,,GO-2,,,,,,,,,,,,,
NCR10371,Rensselaer Generating LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10011,Reworld Waste SEMASS Limited Partnership,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11200,"Rhode Island State Energy Center, LP",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07207,Rochester Gas and Electric,NPCC,,DP,,,,,,,,,TO,,,,,,
NCR11341,Roseton Generating LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11130,Rumford Power LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12482,"RWE Americas, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11819,Salem Harbor Power Development LP,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07208,"Saranac Power Partners, L.P.",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10051,Selkirk Cogen Partners LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10372,"Seneca Power Partners, LP",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10299,"Sheldon Energy, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10252,Shrewsbury Electric and Cable Operations,NPCC,,,,,,,,,,,TO,,,,DP-UFLS,,
NCR11685,"SOLV Energy, LLC",NPCC,,,,,GOP-1,,,,,,,,,,,,
NCR13356,South Fork Wind,NPCC,,,,GO-2,,,,,,,,,,,,,
NCR11792,South Hadley Electric Light Department,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR01322,Southern Power Company,NPCC,,,,GO-2,,,,,,,,,,,,,
NCR10373,Sterling Power Partners,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11408,Stony Creek Energy LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07214,Taunton Municipal Lighting Plant,NPCC,,DP,GO-1,,GOP-1,,,,,,TO,,,,,,
NCR13428,"TerraForm Power Operating, LLC",NPCC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR07217,The City of Holyoke Gas and Electric Department,NPCC,,DP,,,,,,,,,TO,,,,,,
NCR12248,The Narragansett Electric Company d/b/a Rhode Island Energy,NPCC,,DP,,,,,,,,,TO,TOP,TP,TSP,,,
NCR11649,Third Taxing District of East Norwalk,NPCC,,,,,,,,,,,TO,,,,,,
NCR12481,"Three Corners Solar, LLC",NPCC,,,GO-1,,,,,,,,,,,,,,
NCR11129,Tiverton Power LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07041,Town of Wallingford Dept of Utilities,NPCC,,DP,,,,,,,,,TO,,,,,,
NCR12419,TransAlta Holdings U.S. Inc.,NPCC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR07222,United Illuminating Company,NPCC,,DP,,,,,,,,,TO,,,,,,
NCR07223,"Unitil Energy Systems, Inc.",NPCC,,DP,,,,,,,,,,,,,,,
NCR07224,Vermont Electric Cooperative,NPCC,,DP,,,,,,,,,,,,,,,
NCR07227,Vermont Public Power Supply Authority,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR07228,"Vermont Transco, LLC",NPCC,,,,,,,,,,,TO,TOP,TP,TSP,,,
NCR07013,Versant Power,NPCC,,DP,,,,,,,,,TO,,TP,,,,
NCR11041,Village of Arcade,NPCC,,DP,,,,,,,,,TO,,,,,,
NCR11043,Village of Lake Placid,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR11047,Village of Solvay Electric Dept.,NPCC,,DP,,,,,,,,,,,,,,,
NCR13539,Vineyard Wind 1,NPCC,,,GO-1,,,,,,,,,,,,,,
NCR00200,Vistra Corp.,NPCC,,,GO-1,,,,,,,,,,,,,,
NCR10253,Wakefield Municipal Gas and Light Department,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR11102,Wallingford Energy LLC,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10339,"Waterbury Generation, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10374,"Waterside Power, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12058,"Weaver Wind, LLC",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR13374,WEB Silver Maple LLC,NPCC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR07230,Wellesley Municipal Light Plant,NPCC,,,,,,,,,,,,,,,DP-UFLS,,
NCR13357,"Western Maine Renewables, LLC",NPCC,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR07233,Westfield Gas & Electric Light Department,NPCC,,DP,,,,,,,,,,,,,,,
NCR02923,"Wheelabrator Bridgeport, L.P.",NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10172,Wheelabrator Millbury Inc.,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10033,Wheelabrator Saugus J.V.,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10221,Wheelabrator Westchester Inc.,NPCC,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12357,A.B. Wind LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11516,"ACE O&M, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12082,"ACT Power Services, LLC",RF,,,,,GOP-1,GOP-2,,,,,,,,,,,
NCR12432,Adams Solar LLC,RF,,,GO-1,,,,,,,,,,,,,,
NCR11645,AE Power Services LLC,RF,,,,,GOP-1,,,,,,,,,,,,
NCR11401,AEP Generation Resources Inc.,RF,,,,,GOP-1,,,,,,,,,,,,
NCR13230,AEP Renewables - East Region,RF,,,GO-1,,,,,,,,,,,,,,
NCR11178,"AES Laurel Mountain, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11679,AES US Renewables,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12533,"AEUG Union Solar, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00667,Alcoa Power Generating Inc.,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR08039,"Allegheny Ridge Wind Farm, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12062,Alliance for Cooperative Energy Services Power Marketing LLC,RF,,,,,GOP-1,,,,,,,,,,,,
NCR10337,Alliant Energy - East,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12302,"Amazon Data Services, Inc.",RF,,DP,,,,,,,,,,,,,,,
NCR00680,"American Bituminous Power Partners, L.P.",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00682,"American Electric Power Service Corporation as agent for Appalachian Power Company, Indiana Michigan Power Company, Kentucky Power Company, Kingsport Power Company, Ohio Power Company, Wheeling Power Company, AEP Ohio Transmission Company, AEP Appalachian Transmission Company, AEP West Virginia Transmission Company, AEP Indiana Michigan Transmission Company and AEP Kentucky Transmission Company, Inc.",RF,,DP,GO-1,,GOP-1,,,,RP,,TO,TOP,TP,,,,
NCR00683,American Municipal Power Inc.,RF,,,GO-1,,GOP-1,,,,RP,,,,,,,,
NCR00685,American Transmission Co. LLC,RF,,,,,,,,,,,TO,TOP,TP,,,,
NCR11899,"AMP Transmission, L.L.C.",RF,,,,,,,,,,,TO,,,,,,
NCR12456,Arche Energy Project,RF,,,GO-1,,,,,,,,,,,,,,
NCR11760,"Armstrong Power, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12565,"Aspen Road Solar 1, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR12190,"Assembly Solar III, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR12188,"Assembly Solar, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR00688,Atlantic City Electric Company,RF,,DP,,,,,,,,,TO,,,,,,
NCR11659,"Aurora Generation, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR10259,"Avangrid Power, LLC",RF,,,GO-1,GO-2,GOP-1,GOP-2,,,,,,,,,,,
NCR13259,AWAM - Coldwater River Solar,RF,,,,,GOP-1,,,,,,,,,,,,
NCR13101,AWAM - Wheatsborough Solar,RF,,,,,GOP-1,,,,,,,,,,,,
NCR00689,Baltimore Gas and Electric Company,RF,,DP,,,,,,,,,TO,,,,,,
NCR13082,"Bartonsville Energy Facility, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR12170,BayWa r.e. Operation Services LLC,RF,,,,,GOP-1,,,,,,,,,,,,
NCR12022,Beech Ridge Energy II LLC,RF,,,,,GOP-1,,,,,,,,,,,,
NCR11040,Beech Ridge Energy LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12313,"Bellflower Solar 1, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR00170,"Benton County Wind Farm, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12214,Bergen Generating Station,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12018,"BHER Market Operations, LLC",RF,,,,,GOP-1,,,,,,,,,,,,
NCR11973,Big Level Wind LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR12426,"Big Plain Solar, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR00690,"Big Sandy Peaker Plant, LLC",RF,,,GO-1,,,,,,,,,,,,,,
NCR11461,"Big Sky Wind, LLC",RF,,,GO-1,,GOP-1,,,,,,,,,,,,
NCR11910,Birdsboro Power LLC,RF,,,GO-1,,,,,,,,,,,,,,
NCR13306,"Biscayne Falls SPV, LLC",RF,,,,GO-2,,GOP-2,,,,,,,,,,,
NCR11289,Bishop Hill Energy LLC,RF,,,GO-1,,GOP-1,,,,,,,,,,,,
